Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
217873,Lost Planet 3,X360,2013.0,User_Count,142.0
217874,Lost Planet 3,PC,2013.0,User_Count,210.0
217875,Assetto Corsa,PS4,2016.0,User_Count,70.0
217876,Assetto Corsa,XOne,2016.0,User_Count,27.0
217877,Rocksmith,PS3,2011.0,User_Count,52.0
217878,Rocksmith,X360,2011.0,User_Count,62.0
217879,Rocksmith,PC,,User_Count,57.0
217880,Cities in Motion,PC,2011.0,User_Count,105.0
217881,The Cursed Crusade,PS3,2011.0,User_Count,26.0
217882,The Cursed Crusade,X360,2011.0,User_Count,29.0
217883,The Cursed Crusade,PC,2011.0,User_Count,33.0
217884,Alone in the Dark,X360,2008.0,User_Count,162.0
217885,Alone in the Dark,Wii,2008.0,User_Count,34.0
217886,Alone in the Dark,PS2,2008.0,User_Count,24.0
217887,Alone in the Dark,PC,2008.0,User_Count,148.0
217888,Lost Planet 2,PS3,2010.0,User_Count,62.0
