Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
100680,Mortal Kombat Kollection,PS2,2008.0,EU_Sales,0.03
100681,Legendary,X360,2008.0,EU_Sales,0.15
100682,Legendary,PS3,2008.0,EU_Sales,0.03
100683,Legendary,PC,2008.0,EU_Sales,0.01
100684,Supreme Commander 2,X360,2010.0,EU_Sales,0.09
100685,Supreme Commander 2,PC,2010.0,EU_Sales,0.15
100686,Supreme Commander,X360,2008.0,EU_Sales,0.01
100687,Supreme Commander,PC,2007.0,EU_Sales,0.04
100688,Football Manager 2010,PC,2009.0,EU_Sales,0.06
100689,The Darkness II,X360,2012.0,EU_Sales,0.11
100690,The Darkness II,PS3,2012.0,EU_Sales,0.13
100691,The Darkness II,PC,2012.0,EU_Sales,0.03
100692,Grand Theft Auto III,PS2,2001.0,EU_Sales,4.51
100693,Grand Theft Auto III,PC,2002.0,EU_Sales,0.01
100694,Assassin's Creed,X360,2007.0,EU_Sales,1.64
100695,Assassin's Creed,PS3,2007.0,EU_Sales,2.0
100696,Assassin's Creed,PC,2008.0,EU_Sales,0.83
100697,Majesty 2 Collection,PC,2011.0,EU_Sales,0.01
100698,Wasteland 2,PS4,2015.0,EU_Sales,0.0
100699,Wasteland 2,PC,2015.0,EU_Sales,0.06
100700,Wasteland 2,XOne,2015.0,EU_Sales,0.01
100701,Gothic 3,PC,2006.0,EU_Sales,0.05
100702,Dead Rising 2,X360,2010.0,EU_Sales,0.52
100703,Dead Rising 2,PS3,2010.0,EU_Sales,0.56
100704,Dead Rising 2,PC,2010.0,EU_Sales,0.02
100705,Dead Rising 2,PS4,2016.0,EU_Sales,0.0
100706,Dead Rising 2,XOne,2016.0,EU_Sales,0.0
100707,Rogue Warrior,PS3,2009.0,EU_Sales,0.01
100708,Rogue Warrior,X360,2009.0,EU_Sales,0.01
100709,Worms Armageddon,PS,1999.0,EU_Sales,0.81
100710,Worms Armageddon,N64,1999.0,EU_Sales,0.01
100711,Farming Simulator 2013,PC,2012.0,EU_Sales,0.81
100712,Farming Simulator 2013,X360,2013.0,EU_Sales,0.13
100713,Farming Simulator 2013,PS3,2013.0,EU_Sales,0.09
100714,GRID Autosport,PS3,2014.0,EU_Sales,0.09
100715,GRID Autosport,X360,2014.0,EU_Sales,0.05
100716,GRID Autosport,PC,2014.0,EU_Sales,0.02
100717,Red Faction,PS2,2001.0,EU_Sales,0.96
100718,Overlord II,X360,2009.0,EU_Sales,0.14
100719,Overlord II,PS3,2009.0,EU_Sales,0.15
100720,Overlord II,PC,2009.0,EU_Sales,0.03
100721,Overlord,X360,2007.0,EU_Sales,0.03
100722,Overlord,PC,2007.0,EU_Sales,0.02
100723,Goodbye Deponia,PC,2013.0,EU_Sales,0.06
100724,Deponia,PC,2012.0,EU_Sales,0.13
100725,Sid Meier's Pirates!,PSP,2007.0,EU_Sales,0.01
100726,Sid Meier's Pirates!,Wii,2010.0,EU_Sales,0.02
100727,Sid Meier's Pirates!,XB,2005.0,EU_Sales,0.03
100728,Dragon's Lair,DS,2010.0,EU_Sales,0.0
100729,Star Trek Online,PC,2010.0,EU_Sales,0.02
100730,Child of Light,PSV,2014.0,EU_Sales,0.04
100731,Child of Light,PS4,2014.0,EU_Sales,0.01
